Date,Area,Rent,Food,Transport,Utilities,Misc,Total
2019-01-31,Umoja,23387,11891,4795,4995,4678,49746
2019-01-31,Kitengela,28576,11954,7604,3617,5687,57438
2019-01-31,Westlands,91555,22785,14645,7693,14938,151616
2019-01-31,South B,42536,16951,11446,3119,10845,84896
2019-01-31,Ngong,34729,13868,9703,2625,9796,70722
2019-01-31,South B,44900,14386,10979,4330,7107,81701
2019-01-31,Ruiru,24327,9804,5569,3448,3773,46921
2019-01-31,Ruiru,24085,10204,8333,4350,2371,49344
2019-01-31,Donholm,38967,16747,12041,3285,4803,75843
2019-01-31,Kikuyu,21350,13526,5946,4572,3724,49118
2019-01-31,Ruaka,42747,22523,10790,4462,7771,88293
2019-01-31,Githurai,7937,8667,5835,2486,3881,28806
2019-01-31,Westlands,93506,24397,14564,7913,14942,155321
2019-01-31,Umoja,23709,13133,6497,4705,4858,52902
2019-01-31,South B,37170,16578,10935,4404,8107,77193
2019-01-31,Rongai,30865,12683,8633,5054,6840,64075
2019-01-31,Githurai,12276,12902,3284,3485,4294,36241
2019-01-31,Kikuyu,22255,11028,4383,2498,2826,42990
2019-01-31,Juja,18720,12963,3906,4060,6722,46371
2019-01-31,Juja,14092,7136,7259,1906,2051,32444
2019-01-31,Langata,57517,20566,14028,6222,11274,109607
2019-01-31,South B,42132,17570,11597,4201,10324,85823
2019-01-31,Kasarani,24648,10431,4495,3189,3669,46432
2019-01-31,South B,41483,21203,14612,4586,7335,89218
2019-01-31,Ruaka,49678,19277,8996,5505,9832,93288
2019-01-31,Ruaka,42171,18534,9973,4949,6777,82404
2019-01-31,Kileleshwa,81963,24922,9809,5959,10636,133289
2019-01-31,Karen,147639,26898,20376,7917,18549,221378
2019-01-31,Ruaka,48624,23038,13440,4708,6650,96460
2019-01-31,Juja,17471,7215,8319,3032,6820,42857
2019-01-31,Kikuyu,23152,13658,5617,1974,7824,52225
2019-01-31,Umoja,27350,17502,8493,3252,3404,60001
2019-01-31,Ngong,34367,13358,9327,4393,4308,65753
2019-01-31,Langata,59626,20990,13421,6386,11964,112387
2019-01-31,Donholm,33520,17333,10324,4187,8369,73734
2019-01-31,Mlolongo,18533,12544,6066,3906,7481,48530
2019-01-31,Kitengela,28834,15495,5533,4522,6276,60659
2019-01-31,Umoja,23839,14599,8033,3275,3663,53409
2019-01-31,Thika,21279,12630,6899,4425,5922,51155
2019-01-31,Umoja,23895,14673,4922,3509,5398,52397
2019-01-31,Kileleshwa,80490,23635,12171,5030,8512,129839
2019-01-31,South B,44030,18858,8123,5792,9577,86379
2019-01-31,Donholm,38235,19383,9868,5293,9696,82475
2019-01-31,Karen,150513,27309,20724,8207,17751,224504
2019-01-31,Thika,24156,9061,5934,4794,7412,51358
2019-01-31,Karen,149511,27123,16640,8255,16497,218027
2019-01-31,Kitengela,24817,14197,5770,2065,6122,52970
2019-01-31,Kasarani,18184,15064,4986,2453,5631,46318
2019-01-31,Westlands,93748,25767,13017,6188,15703,154423
2019-01-31,Kitengela,25554,12344,9656,2051,5913,55518
2019-01-31,Kileleshwa,80997,23615,14324,4365,11137,134438
2019-01-31,Ruaka,50025,18332,11001,5327,8046,92731
2019-01-31,Kikuyu,19641,9558,5687,4769,2584,42239
2019-01-31,Langata,52576,22437,11068,3576,9173,98829
2019-01-31,Westlands,88248,22948,15701,6215,14624,147736
2019-01-31,Langata,54237,17867,13409,4082,7183,96778
2019-01-31,Kileleshwa,82431,21399,11455,6209,11548,133042
2019-01-31,Kitengela,26061,12375,8284,3313,8262,58295
2019-01-31,Kitengela,29719,11284,6148,4215,7993,59359
2019-01-31,Umoja,22367,16568,7136,3735,6930,56736
2019-01-31,Embakasi,28719,16144,8608,4653,7114,65238
2019-01-31,Donholm,33155,18890,10667,3599,7799,74110
2019-01-31,Juja,16805,10207,4826,2500,6155,40493
2019-01-31,Karen,148247,26348,18618,8993,18537,220743
2019-01-31,South B,39150,20746,10324,3652,8474,82345
2019-01-31,Ngong,39790,13357,7088,2881,6508,69624
2019-01-31,Westlands,91582,27722,16461,7168,15963,158896
2019-01-31,Ruiru,20836,11422,7041,2857,2892,45048
2019-01-31,Embakasi,26368,13796,8855,3289,6100,58409
2019-01-31,Westlands,89321,25117,12716,5061,13814,146029
2019-01-31,Westlands,87672,28060,17186,5620,12747,151284
2019-01-31,Kasarani,18542,15281,8888,2027,2950,47687
2019-01-31,Githurai,9380,8297,4980,4087,1381,28125
2019-01-31,Westlands,94777,28072,13337,7490,12812,156487
2019-01-31,Donholm,37815,14811,9189,4970,5519,72304
2019-01-31,Rongai,31133,16395,8181,2227,5034,62971
2019-01-31,Kitengela,29162,11586,6096,2023,5146,54014
2019-01-31,Umoja,27676,13905,8371,3650,3884,57486
2019-01-31,Kasarani,22744,13095,5977,2844,7605,52265
2019-01-31,Githurai,13785,10014,5375,3840,6458,39471
2019-01-31,Ngong,37533,19224,10618,5364,7462,80201
2019-01-31,Mlolongo,21252,10365,8094,2184,5878,47774
2019-01-31,Kasarani,18857,9916,8163,2973,7780,47689
2019-01-31,South B,44119,16772,11840,4705,8176,85610
2019-01-31,Kasarani,19133,14392,6149,4481,2215,46370
2019-01-31,Westlands,88198,28079,12207,5588,11026,145099
2019-01-31,Kitengela,22941,15051,6224,4258,7157,55631
2019-01-31,Juja,12269,10894,5435,1537,4785,34920
2019-01-31,Kasarani,21190,11200,4705,3250,2990,43335
2019-01-31,Kikuyu,21770,15295,7205,3045,4266,51581
2019-01-31,Langata,56959,23875,11913,3702,11918,108367
2019-01-31,Langata,57346,19056,10634,6272,7073,100380
2019-01-31,South B,37527,15915,13711,5216,7666,80034
2019-01-31,Rongai,33168,15954,8186,3410,5238,65956
2019-01-31,Kileleshwa,81292,21444,10680,6427,12574,132417
2019-01-31,Githurai,11323,7723,3662,3032,6867,32608
2019-01-31,Rongai,30812,14631,5537,3392,6560,60932
2019-01-31,Kileleshwa,77160,24366,10919,4611,11143,128200
2019-01-31,Githurai,14942,9233,5041,2734,3241,35191
2019-01-31,Kitengela,22350,13739,4780,4529,7559,52957
2019-01-31,Rongai,28370,17413,7654,3484,4957,61879
2019-01-31,Umoja,28266,15335,7501,2329,5871,59302
2019-01-31,Umoja,28258,12577,4093,3015,6308,54252
2019-01-31,Embakasi,27039,13553,4711,4353,4507,54163
2019-01-31,Karen,155089,29099,16736,7806,14647,223377
2019-01-31,Ngong,33424,19306,6649,2997,9958,72335
2019-01-31,South B,38693,17130,8886,5681,5980,76370
2019-01-31,Mlolongo,22942,12724,5783,3898,6928,52274
2019-01-31,Rongai,32958,12497,9872,2405,8998,66730
2019-01-31,South B,41869,16118,11061,6007,7843,82897
2019-01-31,Umoja,28494,17006,6177,3026,5040,59743
2019-01-31,Karen,150401,30827,15965,8269,13599,219061
2019-01-31,Ruiru,22889,12390,5455,2530,6108,49372
2019-01-31,Githurai,11847,11597,4120,2905,2401,32869
2019-01-31,South B,44137,16057,12328,5907,10493,88921
2019-01-31,Kitengela,26469,13959,7651,2885,5657,56621
2019-01-31,Langata,52155,18654,13631,5836,7837,98113
2019-01-31,Rongai,34467,14454,9874,3556,5174,67525
2019-01-31,Rongai,28818,15213,7542,4642,8235,64450
2019-01-31,Thika,23513,15111,9151,4047,3674,55497
2019-01-31,Ngong,36131,16540,10859,5336,6032,74898
2019-01-31,Rongai,29118,12484,10278,3796,8317,63993
2019-01-31,Kileleshwa,80305,25385,12230,6005,11383,135308
2019-01-31,South B,41633,17481,8271,4927,9634,81945
2019-01-31,Kileleshwa,79324,20324,10014,5810,8517,123989
2019-01-31,Githurai,12123,7329,5750,3473,2506,31180
2019-01-31,South B,39858,19034,9782,4330,7530,80534
2019-01-31,South B,41980,18996,8267,3497,5076,77814
2019-01-31,Langata,55087,19203,14960,4418,11745,105412
2019-01-31,Thika,22957,12158,6730,2276,6818,50940
2019-01-31,Donholm,34199,18667,10963,4225,4038,72092
2019-01-31,Ruiru,17716,12988,4137,3133,7749,45723
2019-01-31,Ruaka,49666,21501,13299,5951,8663,99080
2019-01-31,Kileleshwa,82322,23800,12845,5818,9251,134036
2019-01-31,Rongai,33124,15303,8507,2476,3708,63118
2019-01-31,Westlands,87871,23574,13371,5528,12285,142629
2019-01-31,Ngong,32870,18996,8997,2778,5462,69104
2019-01-31,Thika,21470,14536,5510,2343,7020,50879
2019-01-31,Kitengela,27324,12571,5693,4147,3271,53005
2019-01-31,Umoja,29389,11205,8555,2075,5468,56692
2019-01-31,Donholm,34572,17561,11406,4576,8608,76723
2019-01-31,Ruaka,42346,18719,11556,4671,6957,84249
2019-01-31,Kasarani,22010,9038,7030,4022,5413,47514
2019-01-31,Ruaka,44068,20509,9440,4623,10384,89024
2019-01-31,Ruaka,43446,20177,12313,3580,10319,89835
2019-01-31,Githurai,7104,8638,4848,3872,1785,26246
2019-01-31,Kikuyu,24296,11738,5073,3166,5938,50212
2019-01-31,Kikuyu,21328,10770,7855,1898,3474,45324
2019-01-31,Kitengela,22584,11515,8089,3929,8896,55013
2019-01-31,Umoja,28962,14445,4794,2076,3076,53353
2019-01-31,Kasarani,19947,14351,7275,3997,5484,51055
2019-01-31,Karen,153544,30062,18410,6458,16738,225212
2019-01-31,Rongai,34578,16874,9381,4908,8198,73939
2019-01-31,Githurai,7268,11775,6148,3816,1258,30264
2019-01-31,Ruaka,44041,19633,13257,4810,10097,91838
2019-01-31,Rongai,30393,16277,7037,4810,9052,67570
2019-01-31,Rongai,30371,17489,10031,4931,6527,69349
2019-01-31,Juja,18198,8258,8435,2404,6483,43778
2019-01-31,Embakasi,29844,12371,4530,3554,6285,56584
2019-01-31,Githurai,8377,6884,6240,2918,4510,28929
2019-01-31,Embakasi,22973,13551,7832,3233,7038,54627
2019-01-31,Kasarani,20786,8834,6077,2044,3474,41215
2019-01-31,Ngong,37272,18615,11308,3468,9026,79688
2019-01-31,Ngong,38499,17605,11478,2513,5895,75990
2019-01-31,Kitengela,25842,11048,4951,4829,4057,50727
2019-01-31,Kitengela,24415,16995,7330,3353,3221,55314
2019-01-31,Juja,13198,11722,4971,3268,2672,35831
2019-01-31,Mlolongo,22009,9123,6940,3170,2111,43352
2019-01-31,Kikuyu,17576,16356,8002,3426,7270,52630
2019-01-31,Donholm,37038,19799,9282,2933,5014,74067
2019-01-31,Kitengela,29441,15534,6691,4324,8380,64370
2019-01-31,Donholm,39050,15484,6559,4427,6883,72403
2019-01-31,Rongai,32407,16677,8618,2236,5945,65883
2019-01-31,Ruaka,46705,22864,11538,5453,8395,94955
2019-01-31,Umoja,24434,18813,10591,3248,4546,61632
2019-01-31,Donholm,34139,13770,7831,4944,5080,65764
2019-01-31,Kikuyu,21667,11465,5539,3435,4164,46269
2019-01-31,Ngong,35035,15051,8784,4884,9879,73633
2019-01-31,Umoja,24529,16946,8733,3124,4778,58110
2019-01-31,Langata,54841,23965,12306,4442,9341,104895
2019-01-31,South B,41691,19996,10070,3510,8394,83660
2019-01-31,Ruaka,44771,18820,11787,4414,10373,90166
2019-01-31,South B,41624,16319,8905,3944,8558,79348
2019-01-31,Karen,149640,27820,20126,7439,16863,221888
2019-01-31,Ruiru,17732,13950,9036,2167,5684,48569
2019-01-31,Ngong,40037,16461,10058,3657,7761,77973
2019-01-31,Githurai,8898,9514,4966,3592,3738,30709
2019-01-31,Donholm,36025,17321,7099,2777,9236,72458
2019-01-31,Kileleshwa,81371,25083,10519,5935,11674,134582
2019-01-31,Juja,14557,10820,4116,2047,2730,34270
2019-01-31,Thika,17100,15261,4366,4728,2582,44036
2019-01-31,Westlands,93973,24697,14981,6474,12402,152527
2019-01-31,Kileleshwa,84200,21242,14047,6698,10034,136222
2019-01-31,Rongai,27803,18138,7768,2207,7022,62938
2019-01-31,Kasarani,18248,12007,4951,4815,4204,44225
2019-01-31,Mlolongo,15153,11781,7500,3678,4547,42659
2019-01-31,Thika,20200,11920,7456,3339,3176,46091
2019-01-31,Kileleshwa,83859,25345,10909,5592,8222,133927
2019-01-31,Thika,18215,11951,8942,2647,3746,45501
2019-01-31,Donholm,35934,17466,9054,3270,7187,72911
2019-01-31,Kitengela,28500,17201,5943,4364,5033,61041
2019-01-31,Kasarani,23883,11096,4416,2603,3691,45690
2019-01-31,Thika,17140,14591,5335,2507,7574,47147
2019-01-31,Kitengela,23100,16658,7831,3648,3617,54854
2019-01-31,Ruiru,19710,11142,5919,3711,3846,44328
2019-01-31,Kasarani,17913,15147,5780,3380,6675,48895
2019-01-31,Kileleshwa,80604,25587,13310,6242,8398,134142
2019-01-31,Githurai,10629,10193,4838,2619,3122,31400
2019-01-31,Umoja,28868,14721,6356,3553,3360,56859
2019-01-31,Juja,15303,7285,5993,1612,1736,31929
2019-01-31,Mlolongo,19572,11214,8427,1750,2725,43687
2019-01-31,Umoja,23073,13197,8677,4952,3525,53424
2019-01-31,Juja,15569,11126,7624,2809,4657,41785
2019-01-31,Embakasi,27164,11991,7606,2222,3575,52559
2019-01-31,Ruiru,17569,9823,6639,2176,4938,41145
2019-01-31,Embakasi,29227,15070,7489,3677,5254,60717
2019-01-31,Donholm,39830,16402,10268,4615,9381,80497
2019-01-31,Thika,23429,9871,6170,2956,4444,46871
2019-01-31,Embakasi,23073,11045,6466,3815,7122,51521
2019-01-31,Westlands,93672,22615,15080,5248,14424,151038
2019-01-31,Ruiru,19160,14941,4584,2687,7205,48577
2019-01-31,Githurai,7045,12411,4286,3143,3938,30822
2019-01-31,Ngong,35363,15520,8586,5322,7925,72716
2019-01-31,Rongai,31157,15413,6661,2416,5978,61625
2019-01-31,Umoja,28245,17430,6545,3723,5449,61392
2019-01-31,Kitengela,26843,13923,7149,3431,7528,58873
2019-01-31,Embakasi,29088,14999,6851,4615,6201,61754
2019-01-31,Langata,55799,23068,14089,3918,8011,104885
2019-01-31,Donholm,38535,16613,10212,3487,6867,75713
2019-01-31,Ngong,32795,15571,11331,2728,6149,68574
2019-01-31,Ngong,32381,14352,6903,3268,6657,63561
2019-01-31,Umoja,29293,12873,7388,2421,7809,59784
2019-01-31,Mlolongo,15334,11998,3706,3050,2868,36955
2019-01-31,Githurai,7799,11236,3322,1828,4778,28963
2019-01-31,Ruaka,49312,21269,11302,4516,11707,98106
2019-01-31,Langata,56309,18729,12326,5130,11493,103987
2019-01-31,Umoja,23812,15048,4400,3241,4741,51242
2019-01-31,Westlands,92642,28197,16804,6678,10335,154656
2019-01-31,Umoja,29976,14652,9971,2070,6205,62874
2019-01-31,Langata,58531,23783,13796,5888,12357,114355
2019-01-31,South B,44089,20856,9535,5288,7367,87133
2019-01-31,Thika,21625,9784,6069,4351,4574,46404
2019-01-31,Ruaka,43810,22077,13555,5478,8322,93242
2019-01-31,Thika,17355,9091,4744,4496,4696,40382
2019-01-31,Rongai,33726,16633,9045,3519,3605,66528
2019-01-31,Ngong,34846,17040,7840,2868,5534,68129
2019-01-31,Kikuyu,20270,13211,7755,3368,5938,50542
2019-01-31,Juja,13984,10631,4249,4478,2669,36010
2019-01-31,Westlands,89403,23559,16669,5116,10898,145646
2019-01-31,Rongai,33554,17902,8301,4660,7476,71893
2019-01-31,Donholm,39342,14001,11362,2981,4691,72377
2019-01-31,Westlands,92819,22134,13196,6275,14497,148921
2019-01-31,Donholm,33925,17564,10315,2759,4250,68813
2019-01-31,Langata,57729,21383,12044,6042,7080,104277
2019-01-31,Ruaka,44319,21545,12560,5939,9968,94331
2019-01-31,Rongai,32510,15930,8617,2754,8169,67980
2019-01-31,South B,40845,20766,12555,4776,9968,88909
2019-01-31,Thika,18341,9534,6390,4015,6790,45071
2019-01-31,Kikuyu,19666,15415,5771,4083,7678,52614
2019-01-31,Thika,22348,13095,5994,2839,7664,51941
2019-01-31,Donholm,39295,19697,7149,2922,9934,78997
2019-01-31,Juja,18627,11033,6012,4124,4786,44582
2019-01-31,Ngong,36496,18898,8247,3057,5640,72339
2019-01-31,Kasarani,18033,14790,6517,4400,2394,46135
2019-01-31,Kitengela,28065,11772,5716,4688,4522,54763
2019-01-31,Langata,57197,22276,10567,5546,11878,107463
2019-01-31,Donholm,36555,15294,10843,4469,8274,75435
2019-01-31,Kasarani,19101,13126,5579,3961,7489,49256
2019-01-31,Kileleshwa,82841,25688,9931,6689,9530,134679
2019-01-31,Ngong,33008,17229,11335,4110,6069,71751
2019-01-31,Thika,22929,8835,6347,4052,5246,47409
2019-01-31,Kitengela,27626,15744,4881,3707,6873,58831
2019-01-31,Ruaka,45025,16984,12860,5971,11499,92340
2019-01-31,Ruiru,19149,11685,8639,2972,5598,48043
2019-01-31,Langata,52104,19794,13773,4586,11885,102143
2019-01-31,Langata,58308,23141,13388,5040,9676,109553
2019-01-31,Mlolongo,18763,7791,6161,1844,3536,38096
2019-01-31,Ruaka,44624,21292,10726,5925,9014,91581
2019-01-31,Langata,55823,20357,13112,4688,9558,103537
2019-01-31,Ngong,39713,15881,11355,4681,6289,77919
2019-01-31,Langata,58287,18843,14043,3846,9888,104908
2019-01-31,Ruaka,44172,21156,12223,4900,7615,90066
2019-01-31,Thika,24104,15329,6558,2857,4484,53332
2019-01-31,Kikuyu,22547,14432,7215,3829,5648,53672
2019-01-31,South B,40606,15772,7543,3708,5326,72954
2019-01-31,Thika,19402,12588,6025,2435,7252,47703
2019-01-31,Mlolongo,20917,11548,7984,2476,6925,49849
2019-01-31,Embakasi,27189,16341,7439,2406,3774,57148
2019-01-31,Karen,151447,30025,16720,6663,18052,222907
2019-01-31,Umoja,29871,13316,7510,3044,3926,57666
2019-01-31,Umoja,25427,15940,5225,3954,3561,54107
2019-01-31,Kileleshwa,82422,24302,10728,4543,10534,132529
2019-01-31,Ngong,32951,18754,10156,3896,7285,73043
2019-01-31,South B,41790,19104,10690,3835,7531,82948
2019-01-31,Langata,54032,23401,12820,5776,11572,107600
2019-01-31,Kasarani,21967,10466,5927,4283,5943,48587
2019-01-31,Kileleshwa,81375,20973,12015,4726,8835,127924
2019-01-31,Ruaka,44616,20249,13624,3919,10730,93138
2019-01-31,Ngong,33897,18089,9012,4232,9863,75093
2019-01-31,Westlands,88656,24868,15618,5219,15139,149501
2019-01-31,Donholm,36555,13853,10736,3076,5514,69734
2019-01-31,Karen,149257,29144,20550,8192,15806,222949
2019-01-31,Kikuyu,20673,11000,4968,3349,3946,43936
2019-01-31,Kileleshwa,80457,20727,12433,6088,11237,130942
2019-01-31,Ruiru,24335,10113,5589,4418,5723,50178
2019-01-31,Langata,58915,20255,11512,5540,8089,104311
2019-01-31,Westlands,91964,26299,19883,7565,15470,161181
2019-01-31,Githurai,14942,9508,2918,2141,6468,35977
2019-01-31,Juja,14606,11106,8508,2277,5921,42418
2019-01-31,Donholm,32065,17252,10601,4436,9518,73872
2019-01-31,Westlands,89056,29867,17487,6881,14157,157449
2019-01-31,Westlands,91636,23401,13625,5305,11165,145132
2019-01-31,Langata,58899,18953,11850,6264,8229,104196
2019-01-31,Ruaka,44179,17962,9731,3270,10106,85249
2019-01-31,Juja,15062,7420,7387,2892,7103,39864
2019-01-31,Kasarani,21633,10766,4160,2745,4874,44178
2019-01-31,Ruaka,48793,17952,10572,5125,6539,88981
2019-01-31,Juja,15362,12062,5587,1865,4905,39781
2019-01-31,Ruaka,43420,17582,8718,3358,9705,82783
2019-01-31,Kitengela,23817,13910,7118,3459,3324,51627
2019-01-31,Githurai,9924,10886,7540,3875,6169,38394
2019-01-31,Donholm,35249,18127,8833,4117,8746,75072
2019-01-31,Karen,152227,30025,18931,8393,18154,227730
2019-01-31,Langata,57321,19767,12004,4032,9512,102636
2019-01-31,Karen,147324,27273,16665,8164,16502,215927
2019-01-31,Kikuyu,17267,10220,6861,4350,6640,45339
2019-01-31,Kileleshwa,78852,24390,13435,6302,8218,131197
2019-01-31,Juja,17138,11605,4923,2436,3761,39863
2019-01-31,Donholm,35558,15458,7804,3991,8029,70839
2019-01-31,Kitengela,27179,12404,9144,3002,7925,59653
2019-01-31,Kitengela,24700,14259,8394,4944,3777,56074
2019-01-31,Juja,17167,12271,4947,4266,2190,40841
2019-01-31,Kikuyu,20981,13633,5702,3402,7538,51256
2019-01-31,Ruiru,22658,16632,9350,4938,5858,59436
2019-01-31,Donholm,38117,18904,10323,2784,5800,75929
2019-01-31,Karen,150994,26305,19957,6647,13875,217778
2019-01-31,Kileleshwa,85066,21802,12354,4936,9430,133589
2019-01-31,Kasarani,24238,9129,4162,4916,2012,44457
2019-01-31,Rongai,34877,18163,7558,4002,4352,68952
2019-01-31,Westlands,92687,26696,13462,6369,10228,149441
2019-01-31,Karen,150905,27629,18474,8989,18950,224947
2019-01-31,Umoja,25472,16240,9152,4419,4839,60122
2019-01-31,Embakasi,29846,13286,4449,3709,4479,55768
2019-01-31,Juja,18767,7148,8254,2664,2331,39164
2019-01-31,Kileleshwa,78759,28353,13072,5810,13208,139203
2019-01-31,Mlolongo,22063,14018,3482,3124,5766,48453
2019-01-31,Umoja,22463,11634,4633,3183,6866,48778
2019-01-31,Juja,13923,11445,7435,3979,5858,42640
2019-01-31,Juja,13988,9629,7365,3663,7249,41894
2019-01-31,Githurai,12212,12324,3485,2436,1268,31725
2019-01-31,Thika,18665,13015,7250,3676,6632,49238
2019-01-31,Ruiru,20455,13837,6282,3865,4370,48808
2019-01-31,Kitengela,29025,11876,6882,4096,4910,56788
2019-01-31,Langata,53643,19808,11802,4854,10314,100420
2019-01-31,Kikuyu,20361,14623,6369,3375,8276,53004
2019-01-31,Westlands,90106,25173,12663,6855,10558,145355
2019-01-31,Donholm,34068,18951,11244,4800,9543,78607
2019-01-31,Embakasi,29284,15600,7371,3572,8934,64761
2019-01-31,Umoja,23797,16316,5812,3475,6517,55918
2019-01-31,Thika,24235,15089,7633,2804,4812,54573
2019-01-31,Ngong,37150,14683,9039,4005,6961,71838
2019-01-31,South B,38803,18920,11845,4584,8164,82315
2019-01-31,Thika,19115,10405,4390,3376,3760,41046
2019-01-31,Donholm,34660,16352,10225,2989,8753,72979
2019-01-31,Ngong,34656,17960,7952,4801,9503,74872
2019-01-31,South B,43485,18916,9414,4491,7237,83542
2019-01-31,Ruaka,45092,18165,11339,4432,11753,90781
2019-01-31,South B,42367,19237,12627,5323,5197,84750
2019-01-31,Juja,12880,7241,8390,3244,5421,37175
2019-01-31,Westlands,89360,22863,15747,6892,13580,148442
2019-01-31,Rongai,29222,13998,9510,4997,7696,65424
2019-01-31,Kikuyu,17922,10061,6085,4797,5842,44708
2019-01-31,Ruaka,44645,18190,10865,5827,10521,90048
2019-01-31,Mlolongo,15410,8221,7863,3740,6201,41435
2019-01-31,Juja,19793,7882,7371,3865,4076,42987
2019-01-31,Langata,55921,23021,14107,5890,12603,111541
2019-01-31,Ruiru,17396,8856,5224,3892,5242,40609
2019-01-31,Juja,14199,11850,5985,1847,7032,40913
2019-01-31,Mlolongo,15983,13896,8003,3596,2329,43808
2019-01-31,Juja,19378,6768,5262,2825,1694,35926
2019-01-31,Mlolongo,15097,9911,4810,3142,3849,36809
2019-01-31,Westlands,90426,25212,13498,5247,13206,147588
2019-01-31,Kikuyu,20052,12079,5126,2480,3108,42845
2019-01-31,Umoja,22372,16885,9114,2464,7974,58809
2019-01-31,Ngong,33163,14725,7380,3650,6860,65778
2019-01-31,Kileleshwa,80631,19919,11725,6368,8294,126938
2019-01-31,Karen,152798,29801,16888,6390,14796,220672
2019-01-31,Kasarani,19366,14631,6823,2923,6542,50285
2019-01-31,Ruiru,18959,9069,5967,4863,4441,43299
2019-01-31,Donholm,39737,15341,11449,2512,4215,73254
2019-01-31,Rongai,32335,14641,5751,3660,4775,61162
2019-01-31,Kileleshwa,80888,24437,12533,6863,12392,137114
2019-01-31,Thika,17470,10433,8845,2194,3480,42423
2019-01-31,Ruiru,23742,15296,4761,4083,3977,51860
2019-01-31,Kikuyu,20177,13345,5324,3573,4970,47388
2019-01-31,Langata,53570,20190,14332,5464,12525,106082
2019-01-31,South B,42554,19194,10688,5687,10927,89049
2019-01-31,Embakasi,23657,17496,5270,2853,6188,55463
2019-01-31,Donholm,36595,15030,10470,2574,4187,68856
